# Generalizd shifted MINRES method
# A = /home/stern/multi/data/PPE3594_A.csr
# B = /home/stern/multi/data/PPE3594_B.csr
# inner=1.000000e-12, outet=1.000000e-13
# status=-5042, time=116
# converged 1001 / 1001
0 0.400000 0.010000 1420 9.913597e-14 9.197158e-13
1 0.401000 0.010000 1422 9.894730e-14 9.272548e-13
2 0.402000 0.010000 1423 9.859076e-14 9.354360e-13
3 0.403000 0.010000 1427 9.813455e-14 9.441291e-13
4 0.404000 0.010000 1432 9.838192e-14 9.528729e-13
5 0.405000 0.010000 1437 9.673933e-14 9.611991e-13
6 0.406000 0.010000 1441 9.901875e-14 9.708212e-13
7 0.407000 0.010000 1447 9.829996e-14 9.797695e-13
8 0.408000 0.010000 1453 9.864799e-14 9.903994e-13
9 0.409000 0.010000 1460 9.962368e-14 1.000147e-12
10 0.410000 0.010000 1469 9.931322e-14 1.010674e-12
11 0.411000 0.010000 1480 9.708875e-14 1.020696e-12
12 0.412000 0.010000 1490 9.735188e-14 1.033021e-12
13 0.413000 0.010000 1503 9.863694e-14 1.043488e-12
14 0.414000 0.010000 1516 9.970156e-14 1.055967e-12
15 0.415000 0.010000 1532 9.863492e-14 1.066545e-12
16 0.416000 0.010000 1546 9.839248e-14 1.077401e-12
17 0.417000 0.010000 1564 9.740566e-14 1.086378e-12
18 0.418000 0.010000 1582 9.819938e-14 1.098026e-12
19 0.419000 0.010000 1601 9.883092e-14 1.111397e-12
20 0.420000 0.010000 1625 9.873128e-14 1.124421e-12
21 0.421000 0.010000 1651 9.971731e-14 1.137475e-12
22 0.422000 0.010000 1680 9.893210e-14 1.150805e-12
23 0.423000 0.010000 1709 9.883703e-14 1.162964e-12
24 0.424000 0.010000 1736 9.754459e-14 1.176149e-12
25 0.425000 0.010000 1769 9.874838e-14 1.191490e-12
26 0.426000 0.010000 1806 9.975613e-14 1.208674e-12
27 0.427000 0.010000 1848 9.659592e-14 1.225596e-12
28 0.428000 0.010000 1891 9.935028e-14 1.244141e-12
29 0.429000 0.010000 1932 9.905731e-14 1.262423e-12
30 0.430000 0.010000 1984 9.830567e-14 1.280539e-12
31 0.431000 0.010000 2039 9.737649e-14 1.298789e-12
32 0.432000 0.010000 2096 9.849889e-14 1.317823e-12
33 0.433000 0.010000 2174 9.994199e-14 1.338280e-12
34 0.434000 0.010000 2249 9.840471e-14 1.360652e-12
35 0.435000 0.010000 2313 9.954882e-14 1.382762e-12
36 0.436000 0.010000 2380 9.925274e-14 1.403842e-12
37 0.437000 0.010000 2460 9.805086e-14 1.424854e-12
38 0.438000 0.010000 2517 9.848536e-14 1.455543e-12
39 0.439000 0.010000 2592 9.949228e-14 1.483228e-12
40 0.440000 0.010000 2677 9.998470e-14 1.512049e-12
41 0.441000 0.010000 2780 9.997965e-14 1.538220e-12
42 0.442000 0.010000 2854 9.724079e-14 1.570287e-12
43 0.443000 0.010000 2916 9.921984e-14 1.602339e-12
44 0.444000 0.010000 3007 9.977334e-14 1.637506e-12
45 0.445000 0.010000 3098 9.917519e-14 1.671243e-12
46 0.446000 0.010000 3186 9.929733e-14 1.705005e-12
47 0.447000 0.010000 3248 9.910468e-14 1.746964e-12
48 0.448000 0.010000 3322 9.943739e-14 1.784386e-12
49 0.449000 0.010000 3387 9.861750e-14 1.824080e-12
50 0.450000 0.010000 3449 9.807931e-14 1.864054e-12
51 0.451000 0.010000 3514 9.883376e-14 1.902321e-12
52 0.452000 0.010000 3589 9.985130e-14 1.944250e-12
53 0.453000 0.010000 3646 9.976126e-14 1.983115e-12
54 0.454000 0.010000 3704 9.982658e-14 2.021892e-12
55 0.455000 0.010000 3759 9.986479e-14 2.065263e-12
56 0.456000 0.010000 3792 9.946551e-14 2.112067e-12
57 0.457000 0.010000 3832 9.972076e-14 2.148611e-12
